	uri	relation1.possiblyIdentical	headword.en	DELETE	headword.syr	sourceURI.headword.syr	DELETE	DELETE	citedRange.headword.syr	citationUnit.headword.syr	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	DELETE	DELETE	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	notBefore.date1	notAfter.date1	type.date1	sourceURI.date1	citedRange.date1	date2	date2.notBefore	date2.notAfter	date2.type	sourceURI.date2	citedRange.date2	name1.en	sourceURI.name1	DELETE?	citedRange.name1	citationUnit.name1	idno
			Theodosius (son of Maurice)		ܬܐܕܘܣܝܣ	9KL93RUC	264	3.5.14	264#3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	264	Theodosius was born on 4 August 583 to the emperor Maurice, as the first purple-born son of a ruling emperor since the birth of Arcadius' son Theodosius in 401. Joh. Eph., EH 5.14, remembers the festivities surrounding the birth of the imperial prince. He reigned as co-emperor together with his father from 590 until the coup of Phocas in November 602. There are rumours that he managed to escape to the Sasanian Empire.	7K28WD3W	1293-1294	583-602			floruit	7K28WD3W	1393-1294		0602-11-27		death	7K28WD3W	1393-1294	Theodosius	7K28WD3W	PLRE 3	Theodosius 13#1293-1394	entry#p	https://en.wikipedia.org/wiki/Theodosius_(son_of_Maurice)
			Theodosius (tritheist)		ܬܐܕܣܝܣ	9KL93RUC	254	3.5.2	254#3.5.2	p#ch							http://syriaca.org/keyword/male	9KL93RUC	254	Joh. Eph., EH 5.2, narrates that the tritheists under the leadership of Conon and Eugenius attempted to win various dignitaries for their doctrine. Two stepbrothers, Theodosius and Phocas, were sent to Rome to convince the Roman general Narses. However, this attempt was unsuccessful.	9KL93RUC	254	c.570			floruit	9KL93RUC	254												
			Theodulus		ܬܐܕܘܠܐ	9KL93RUC	53; 93; 94	3.2.28	53; 93; 94#3.2.28	p#ch							http://syriaca.org/keyword/male	9KL93RUC	53; 93; 94	Joh. Eph., EH 2.28, describes the deacon Theodulus as one of the fiercest persecutors of the miaphysites in the early 570s. Yet John is eager to note that he was punished for his deeds, suffered from a severe illness, and, having unjustly appropriated gold he had received from Justin to distribute it among the poor, was eventually exposed as a thief.	9KL93RUC	93-95	571-577			floruit	9KL93RUC	93-95		0577-12-31		death	9KL93RUC	93-95						
			Theonas (tritheist)		ܬܐܘܢܐ	9KL93RUC	254	3.5.1	254#3.5.1	p#ch							http://syriaca.org/keyword/male	9KL93RUC	254	When the miaphysite bishops Conon and Eugenius accepted the tritheist doctrine of John Philoponus, their aim was to win a third bishop for tritheism so as to be able to perform further episcopal ordinations (three bishops were needed for an canonically valid ordination). They eventually succeeded in convincing a certain Theonas, a miaphysite bishop who, however, had previously been deposed according to Joh. Eph., EH 5.1.	MBTEGB67	184	late 560s			floruit	MBTEGB67	184												
			Theophilus		ܬܐܘܦܝܠܘܣ	9KL93RUC	154	3.3.27	154#3.3.27	p#ch							http://syriaca.org/keyword/male	9KL93RUC	154	According to Joh. Eph., EH 3.27, Theophilus was an imperial commissioner twice involved in the suppression of religious minorities. In the early 570s, he was dispatched by Justin II to pacify the rebellious Jews and Samaritans in Palestine, and in 580, he led an investigation against pagans in Heliopolis and other Syrian cities.	7K28WD3W	1308-1309	c.580			floruit	7K28WD3W	1308-1309		0580-12-31		death	7K28WD3W	1308-1309	Theophilus	7K28WD3W	PLRE 3	Theophilus 2#1308-1309	entry#p	
	3268		Tiberius II Constantinus		ܛܒܪܝܣ ܩܘܣܛܢܛܝܢܘܣ	9KL93RUC	46; 47; 49; 65; 115; 118; 119; 126; 127; 128; 129; 131; 132; 133; 135; 136; 138; 139; 140; 145; 147; 149; 150; 151; 152; 153; 154; 164; 165; 167; 168; 172; 174; 177; 219; 224; 262; 263; 264; 269; 270; 273; 306; 316; 319; 320; 326; 327; 330; 332; 334; 335	3.1.37; 3.1.40; 3.2.7; 3.2.49; 3.3.5; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.11; 3.3.13; 3.3.14; 3.3.18; 3.3.20; 3.3.22; 3.3.23; 3.3.24; 3.3.25; 3.3.26; 3.3.27; 3.3.32; 3.3.33; 3.3.34; 3.3.35; 3.3.39; 3.3.40; 3.3.43; 3.4.39; 3.4.42; 3.5.13; 3.5.14; 3.5.19; 3.5.20; 3.5.22; 3.6.12; 3.6.19; 3.6.21; 3.6.22; 3.6.24; 3.6.25; 3.6.27; 3.6.28; 3.6.29; 3.6.30	46; 47; 49; 65; 115; 118; 119; 126; 127; 128; 129; 131; 132; 133; 135; 136; 138; 139; 140; 145; 147; 149; 150; 151; 152; 153; 154; 164; 165; 167; 168; 172; 174; 177; 219; 224; 262; 263; 264; 269; 270; 273; 306; 316; 319; 320; 326; 327; 330; 332; 334; 335#3.1.37; 3.1.40; 3.2.7; 3.2.49; 3.3.5; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.11; 3.3.13; 3.3.14; 3.3.18; 3.3.20; 3.3.22; 3.3.23; 3.3.24; 3.3.25; 3.3.26; 3.3.27; 3.3.32; 3.3.33; 3.3.34; 3.3.35; 3.3.39; 3.3.40; 3.3.43; 3.4.39; 3.4.42; 3.5.13; 3.5.14; 3.5.19; 3.5.20; 3.5.22; 3.6.12; 3.6.19; 3.6.21; 3.6.22; 3.6.24; 3.6.25; 3.6.27; 3.6.28; 3.6.29; 3.6.30	p#ch	ܡܠܟܐ / ܩܣܪ	9KL93RUC	46; 87; 94; 98; 99; 100; 107; 114; 115; 118; 119; 130; 131; 132; 133; 134; 136; 137; 138; 139; 141; 143; 147; 148; 149; 153; 154; 158; 159; 162; 163; 164; 165; 168; 172; 174; 175; 176; 218; 219; 220; 224; 225; 306; 307; 308; 309; 311; 312; 313; 314; 315; 319; 320; 321; 327; 331; 333; 334; 335; 336#3.1.37; 3.2.24; 3.2.28; 3.2.32; 3.2.34; 3.2.40; 3.2.48; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.12; 3.3.13; 3.3.15; 3.3.16; 3.3.19; 3.3.21; 3.3.22; 3.3.26; 3.3.27; 3.3.29; 3.3.30; 3.3.31; 3.3.32; 3.3.35; 3.3.39; 3.3.40; 3.3.41; 3.3.42; 3.4.38; 3.4.39; 3.4.40; 3.4.42; 3.6.12; 3.6.14; 3.6.15; 3.6.16; 3.6.17; 3.6.19; 3.6.21; 3.6.22; 3.6.25; 3.6.27; 3.6.29; 3.6.30; 3.6.32	p#ch	46; 87; 94; 98; 99; 100; 107; 114; 115; 118; 119; 130; 131; 132; 133; 134; 136; 137; 138; 139; 141; 143; 147; 148; 149; 153; 154; 158; 159; 162; 163; 164; 165; 168; 172; 174; 175; 176; 218; 219; 220; 224; 225; 306; 307; 308; 309; 311; 312; 313; 314; 315; 319; 320; 321; 327; 331; 333; 334; 335; 336	3.1.37; 3.2.24; 3.2.28; 3.2.32; 3.2.34; 3.2.40; 3.2.48; 3.3.6; 3.3.7; 3.3.8; 3.3.9; 3.3.10; 3.3.12; 3.3.13; 3.3.15; 3.3.16; 3.3.19; 3.3.21; 3.3.22; 3.3.26; 3.3.27; 3.3.29; 3.3.30; 3.3.31; 3.3.32; 3.3.35; 3.3.39; 3.3.40; 3.3.41; 3.3.42; 3.4.38; 3.4.39; 3.4.40; 3.4.42; 3.6.12; 3.6.14; 3.6.15; 3.6.16; 3.6.17; 3.6.19; 3.6.21; 3.6.22; 3.6.25; 3.6.27; 3.6.29; 3.6.30; 3.6.32	http://syriaca.org/keyword/male	9KL93RUC	46; 47; 49; 65; 115; 118; 119; 126; 127; 128; 129; 131; 132; 133; 135; 136; 138; 139; 140; 145; 147; 149; 150; 151; 152; 153; 154; 164; 165; 167; 168; 172; 174; 177; 219; 224; 262; 263; 264; 269; 270; 273; 306; 316; 319; 320; 326; 327; 330; 332; 334; 335	Tiberius was commander of the imperial bodyguard and helped Justin II secure the throne after Justinian's death in 565. After the onset of Justin's illness in 573, Tiberius used his influence at court and effectively ruled the empire together with Justin's wife Sophia. In late 574, he was made Caesar and he became sole emperor after Justin's death in October 578. John of Ephesus portrays Tiberius as the antithesis to Justin, as a tolerant ruler who did not allow the persecution of the miaphysites.	7K28WD3W	1323-1326	574-582	0574-12-07		floruit	7K28WD3W	1323-1326	0582-08-14			death	7K28WD3W	1323-1326	Tiberius	7K28WD3W	PLRE 3	Tiberius Constantinus 1#1323-1326	entry#p	https://en.wikipedia.org/wiki/Tiberius_II_Constantine
			Timostratus		ܛܝܡܐܣܬܪܛܐ	9KL93RUC	288	3.6.5	288#3.6.5	p#ch							http://syriaca.org/keyword/male	9KL93RUC	288	Joh. Eph., EH 6.5, states that a certain Timostratus, perhaps identical with a general active in the 520s, was the father of John who defended Dara during the Persian siege of 573.	7K28WD3W	1327	early 6th century			floruit	7K28WD3W	1327							Timostratus	7K28WD3W	PLRE 3	Timostratus#1327	entry#p	
	2440		Timothy IV (patriarch of Alexandria)		ܛܝܡܬܐܘܣ	9KL93RUC	189	3.4.9	189#3.4.9	p#ch							http://syriaca.org/keyword/male	9KL93RUC	189	Timothy was anti-Chalcedonian patriarch of Alexandria from 517 to 535. During his tenure, he welcomed Severus and other miaphysite clerics from Syria who had been forced to leave their sees.	QXKZR2IX	232-233; 266; 380	517-535			floruit	QXKZR2IX	232; 380	0535-02-07			death	QXKZR2IX	232; 380	Timotheus IV	JLMCGNS9	CPG	7090-7096#III, 345-346	entry#p	https://en.wikipedia.org/wiki/Timothy_IV_of_Alexandria
			Trajan		ܛܪܝܢܘܣ	9KL93RUC	165; 323; 324	3.3.32; 3.6.23	165; 323; 324#3.3.32; 3.6.23	p#ch							http://syriaca.org/keyword/male	9KL93RUC	165; 323; 324	Under Trajan, the Roman Empire attained its greatest territorial extent and his reign was later remembered as one of the most successful. Late antique authors also recalled that a persecution of Christians had taken place under his rule and that he had forbidden anonymous denunciations of supposed Christians. Joh. Eph., EH 6.23, remembers his great victory over the Parthians.	5NKETXXN	XII, 746-749	98-117			floruit	5NKETXXN	XII, 746-749	0117-08-11			death	5NKETXXN	XII, 746-749						https://en.wikipedia.org/wiki/Trajan
			Vardan II Mamikonean		ܘܪܕܘܢ	9KL93RUC	305	3.6.11	305#3.6.11	p#ch	ܚܕ ܡܢ ܪ̈ܘܪܒܢܐ ܕܝܠܗܘܢ	9KL93RUC	86#3.2.23	p#ch	86	3.2.23	http://syriaca.org/keyword/male	9KL93RUC	305	Vardan was an Armenian leader and general from the influential family of the Mamikonean. In the early 570s, he led the Armenian rebellion against the Persians and appealed for Roman help in Constantinople, as recorded in Joh. Eph., EH 2.20-22 and 6.11.	7K28WD3W	1365	570s			floruit	7K28WD3W	1365							Vardan Mamikonian	7K28WD3W	PLRE 3	Vardan Mamikonian#1365	entry#p	
	3770		Vigilantia (sister of Justinian)								ܚܬܗ ܕܝܘܣܛܝܢܝܢܐ	9KL93RUC	4; 71; 262; 325#3.1.3; 3.2.10; 3.5.13; 3.6.24	p#ch	4; 71; 262; 325	3.1.3; 3.2.10; 3.5.13; 3.6.24	http://syriaca.org/keyword/female	9KL93RUC	4; 71; 262; 325	Vigilantia was sister of the emperor Justinian and the mother of Justin II. She was still alive when her son acceded to the imperial throne in late 565.	6RXKPRGP	1165	mid-6th century			floruit	6RXKPRGP	1165		0565-11-14		death	6RXKPRGP	1165	Vigilantia	6RXKPRGP	PLRE 2	Vigilantia#1165	entry#p	https://en.wikipedia.org/wiki/Vigilantia
			Zacharias of Sura (archiatrus sacri palatii)		ܙܟܪܝܐ ܐܪܟܝܛܪܣ ܕܦܠܛܝܢ	9KL93RUC	23; 306; 328	3.1.19; 3.6.12; 3.6.26	23; 306; 328#3.1.19; 3.6.12; 3.6.26	p#ch							http://syriaca.org/keyword/male	9KL93RUC	23; 306; 328	Zacharias was from Sura (in the Syrian province of Euphratensis), became a prefect, and served as an envoy to Persia for Justin II and Sophia as well as for Tiberius II. He appears in Joh. Eph., EH 1.19, 6.12, and 6.26.	7K28WD3W	1411-1412	567-581	0567-01-01	0581-12-31	floruit	7K28WD3W	1411-1412							Zacharias	7K28WD3W	PLRE 3	Zacharias 2#1411-1412	entry#p	
			Zemarchus		ܙܝܡܪܟܐ	9KL93RUC	322; 323	3.6.23	322; 323#3.6.23	p#ch							http://syriaca.org/keyword/male	9KL93RUC	322; 323	Zemarchus was a Roman envoy to the court of the Turkish Great King Istemi. He was dispatched after a Turkish embassy had visited Constantinople in order to conclude an alliance against the Persians, and Zemarchus accompanied them back to Central Asia, arriving there in c.570. His mission proved successful and, for most of the 570s, good relations prevailed between the Roman and Turkish Empires. The best source for these embassies is Menander Protector, but Joh. Eph., EH 6.23, also preserves an account.	7K28WD3W	1416-1417	569-571			floruit	7K28WD3W	1416-1417		0571-12-31		death	7K28WD3W	1416-1417	Zemarchus	7K28WD3W	PLRE 3	Zemarchus 3#1416-1417	entry#p	https://en.wikipedia.org/wiki/Zemarchus
	2273		Zeno (emperor)		ܙܐܝܢܘܢ	9KL93RUC	264	3.5.14	264#3.5.14	p#ch							http://syriaca.org/keyword/male	9KL93RUC	264	Zeno ruled the eastern half of the Roman Empire from 474 to his death in 491. His reign was threatened several times by usurpers.	6RXKPRGP	1200-1202	474-491			floruit	6RXKPRGP	1200-1202	0491-04-09			death	6RXKPRGP	1200-1202	Zenon	6RXKPRGP	PLRE 2	Zenon 7#1200-1202	entry#p	https://en.wikipedia.org/wiki/Zeno_(emperor)
