New URI	Syriaca Matched URI	uri	relation1.possiblyIdentical	headword.en	state.en	anonymousDesc.en	headword.syr	sourceURI.headword.syr	citedRange.headword.syr	citationUnit.headword.syr	name1.syr	sourceURI.name1	citedRange.name1	citationUnit.name1	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	type.date1	notBefore.date1	notAfter.date1	sourceURI.date1	citedRange.date1	date2	type.date2	notBefore.date2	notAfter.date2	sourceURI.date2	citedRange.date2	name2.en	sourceURI.name2	citedRange.name2	citationUnit.name2	DNU	idno	idno
5175		5175		Timostratus			ܛܝܡܐܣܬܪܛܐ	9KL93RUC	288#3.6.5	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	288	Joh. Eph., EH 6.5, states that a certain Timostratus, perhaps identical with a general active in the 520s, was the father of John who defended Dara during the Persian siege of 573.	7K28WD3W	1327	early 6th century	floruit			7K28WD3W	1327							Timostratus	7K28WD3W	Timostratus#1327	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5175	
	2440	2440		Timothy IV (patriarch of Alexandria)			ܛܝܡܬܐܘܣ	9KL93RUC	189#3.4.9	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	189	Timothy was anti-Chalcedonian patriarch of Alexandria from 517 to 535. During his tenure, he welcomed Severus and other miaphysite clerics from Syria who had been forced to leave their sees.	QXKZR2IX	232-233; 266; 380	517-535	floruit			QXKZR2IX	232; 380	0535-02-07	death			QXKZR2IX	232; 380	Timotheus IV	JLMCGNS9	7090-7096#III, 345-346	entry#p	CPG	http://syriaca.org/johnofephesus/persons/2440	https://en.wikipedia.org/wiki/Timothy_IV_of_Alexandria
5176		5176		Trajan			ܛܪܝܢܘܣ	9KL93RUC	165; 323; 324#3.3.32; 3.6.23	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	165; 323; 324	Under Trajan, the Roman Empire attained its greatest territorial extent and his reign was later remembered as one of the most successful. Late antique authors also recalled that a persecution of Christians had taken place under his rule and that he had forbidden anonymous denunciations of supposed Christians. Joh. Eph., EH 6.23, remembers his great victory over the Parthians.	5NKETXXN	XII, 746-749	98-117	floruit			5NKETXXN	XII, 746-749	0117-08-11	death			5NKETXXN	XII, 746-749						http://syriaca.org/johnofephesus/persons/5176	https://en.wikipedia.org/wiki/Trajan
5177		5177		Vardan II Mamikonean			ܘܪܕܘܢ	9KL93RUC	305#3.6.11	p#chapter					ܚܕ ܡܢ ܪ̈ܘܪܒܢܐ ܕܝܠܗܘܢ	9KL93RUC	86#3.2.23	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	305	Vardan was an Armenian leader and general from the influential family of the Mamikonean. In the early 570s, he led the Armenian rebellion against the Persians and appealed for Roman help in Constantinople, as recorded in Joh. Eph., EH 2.20-22 and 6.11.	7K28WD3W	1365	570s	floruit			7K28WD3W	1365							Vardan Mamikonian	7K28WD3W	Vardan Mamikonian#1365	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5177	
	3770	3770		Vigilantia (sister of Justinian)											ܚܬܗ ܕܝܘܣܛܝܢܝܢܐ	9KL93RUC	4; 71; 262; 325#3.1.3; 3.2.10; 3.5.13; 3.6.24	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	4; 71; 262; 325	Vigilantia was sister of the emperor Justinian and the mother of Justin II. She was still alive when her son acceded to the imperial throne in late 565.	6RXKPRGP	1165	mid-6th century	floruit			6RXKPRGP	1165		death	0565-11-14		6RXKPRGP	1165	Vigilantia	6RXKPRGP	Vigilantia#1165	entry#p	PLRE 2	http://syriaca.org/johnofephesus/persons/3770	https://en.wikipedia.org/wiki/Vigilantia
5178		5178		Zacharias of Shura			ܙܟܪܝܐ	9KL93RUC	23; 306; 328#3.1.19; 3.6.12; 3.6.26	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	23; 306; 328	Zacharias was from Shura (in the Syrian province of Euphratensis), became a prefect and main doctor of the emperor, and served as an envoy to Persia for Justin II and Sophia as well as for Tiberius II. He appears in Joh. Eph., EH 1.19, 6.12, and 6.26.	7K28WD3W	1411-1412	567-581	floruit	0567-01-01	0581-12-31	7K28WD3W	1411-1412							Zacharias	7K28WD3W	Zacharias 2#1411-1412	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5178	
5179		5179		Zemarchus			ܙܝܡܪܟܐ	9KL93RUC	322; 323#3.6.23	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	322; 323	Zemarchus was a Roman envoy to the court of the Turkish Great King Istemi. He was dispatched after a Turkish embassy had visited Constantinople in order to conclude an alliance against the Persians, and Zemarchus accompanied them back to Central Asia, arriving there in c.570. His mission proved successful and, for most of the 570s, good relations prevailed between the Roman and Turkish Empires. The best source for these embassies is Menander Protector, but Joh. Eph., EH 6.23, also preserves an account.	7K28WD3W	1416-1417	569-571	floruit			7K28WD3W	1416-1417		death	0571-12-31		7K28WD3W	1416-1417	Zemarchus	7K28WD3W	Zemarchus 3#1416-1417	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5179	https://en.wikipedia.org/wiki/Zemarchus
	2273	2273		Zeno (emperor)			ܙܐܝܢܘܢ	9KL93RUC	264#3.5.14	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	264	Zeno ruled the eastern half of the Roman Empire from 474 to his death in 491. His reign was threatened several times by usurpers.	6RXKPRGP	1200-1202	474-491	floruit			6RXKPRGP	1200-1202	0491-04-09	death			6RXKPRGP	1200-1202	Zenon	6RXKPRGP	Zenon 7#1200-1202	entry#p	PLRE 2	http://syriaca.org/johnofephesus/persons/2273	https://en.wikipedia.org/wiki/Zeno_(emperor)
5180		5180		Abimelech			ܐܒܝܡܠܟ	9KL93RUC	92#3.2.27	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	92	The Book of Judges describes Abimelech, king of Shechem, as epitome of an evil person who killed 70 of his 71 brothers. Joh. Eph., EH 2.27, compares the persecutor John Scholasticus to this king of the Old Testament.	37GBX7DE	I, 21																		http://syriaca.org/johnofephesus/persons/5180	https://en.wikipedia.org/wiki/Abimelech
5181		5181		Isaiah			ܐܫܥܝܐ	9KL93RUC	5#3.1.4	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	5	Isaiah was one of the major prophets of the Old Testament, writing at the time when the kingdom of Israel was conquered by the Assyrians in the late 8th century BCEE.	37GBX7DE	III, 472-507	8th century BCE	floruit			37GBX7DE	III, 472-507							Isaias	YI5ZUJ2B	#957-958	entry#p	BHG	http://syriaca.org/johnofephesus/persons/5181	https://en.wikipedia.org/wiki/Isaiah
5182		5182		Jacob			ܝܥܩܘܒ	9KL93RUC	109#3.2.42	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	109	The grandson of Abraham and one of the patriarchs of Israel, Jacob is a core figure of the Old Testament.	37GBX7DE	III, 599-608																		http://syriaca.org/johnofephesus/persons/5182	https://en.wikipedia.org/wiki/Jacob
5183		5183		Jeremiah			ܐܪܡܝܐ	9KL93RUC	5; 194#3.1.4; 3.4.11	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	5; 194	Jeremiah was one of the major prophets of the Old Testament, in particular lamenting the fall of Jerusalem to the Babylonians in 587 BCEE.	37GBX7DE	III, 684-698	c.650-c.570 BCE	floruit			37GBX7DE	III, 684							Ieremias	YI5ZUJ2B	#777-779	entry#p	BHG	http://syriaca.org/johnofephesus/persons/5183	https://en.wikipedia.org/wiki/Jeremiah
	2245	2245		Jesus Christ			ܝܫܘܥ ܡܫܝܚܐ	9KL93RUC	9; 32; 46; 69; 70; 72; 76; 81; 82; 83; 101; 116; 154; 161; 164; 170; 171; 196; 226; 237; 238; 239; 240; 259; 295; 296#3.1.10; 3.1.24; 3.1.37; 3.2.9; 3.2.11; 3.2.14; 3.2.19; 3.2.20; 3.2.35; 3.2.51; 3.3.27; 3.3.31; 3.3.32; 3.3.36; 3.3.37; 3.4.12; 3.4.43; 3.4.52; 3.4.53; 3.5.7; 3.6.7	p#chapter					ܦܪܘܩܢ / ܡܪܢ	9KL93RUC	3; 114; 158; 242; 268; 277#3.1.3; 3.2.48; 3.3.29; 3.4.53; 3.5.17; 3.6.1	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	9; 32; 46; 69; 70; 72; 76; 81; 82; 83; 101; 116; 154; 161; 164; 170; 171; 196; 226; 237; 238; 239; 240; 259; 295; 296	Jesus is the founder of Christianity, believed to be the son of God and Messiah.	37GBX7DE	III, 773-796	c.4 BCE-CE 30	floruit			37GBX7DE	III, 773												http://syriaca.org/johnofephesus/persons/2245	https://en.wikipedia.org/wiki/Jesus
	1830	1830		Jonah			ܝܘܢܢ	9KL93RUC	34#3.1.24	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	34	Jonah was a prophet who lived in the 8th century BCE in the kingdom of Israel. He is mainly remembered for having been swallowed by a large fish and surviving several days in its stomach.	37GBX7DE	III, 936-942	8th century BCE	floruit			37GBX7DE	III, 936							Ionas	YI5ZUJ2B	#941	entry#p	BHG	http://syriaca.org/johnofephesus/persons/1830	https://en.wikipedia.org/wiki/Jonah
5184		5184		Judas			ܝܗܘܕܐ	9KL93RUC	75#3.2.13	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	75	One of the original twelve apostles of Jesus Christ, Judas betrayed Jesus and became responsible for his capture and death. Joh. Eph., EH 2.13, mentions him as the epitome of a traitor.	37GBX7DE	III, 1091-1096	early 1st century	floruit			37GBX7DE	II, 1091		death	0030-01-01	0033-13-31	37GBX7DE	II, 1091						http://syriaca.org/johnofephesus/persons/5184	https://en.wikipedia.org/wiki/Judas_Iscariot
5185		5185		Nabal			ܢܒܠ	9KL93RUC	92; 235#3.2.27; 3.4.50	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	92; 235	1 Samuel introduces Nabal as a rich and uncompassionate person who refused to help David. For this, he ultimately incurred the wrath of God and was struck dead. Joh. Eph., EH 2.27, compares the fate of the persecutor John Scholasticus to that of Nabal.	37GBX7DE	IV, 969-970																		http://syriaca.org/johnofephesus/persons/5185	https://en.wikipedia.org/wiki/Nabal
	2008	2008		Peter (the Apostle)			ܦܛܪܘܣ	9KL93RUC	110; 196#3.2.43; 3.4.12	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	110; 196	Peter was one of the twelve apostles of Jesus Christ and one of the first leaders of the early church. Based on his supposed martyrdom in Rome under Nero, the Roman bishops regarded themselves as his successors and therefore claimed leadership over the church.	37GBX7DE	V, 269	mid-1st century	floruit			37GBX7DE	V, 269		death	0064-01-01 CE	0068-12-31 CE	37GBX7DE	V, 269						http://syriaca.org/johnofephesus/persons/2008	https://en.wikipedia.org/wiki/Saint_Peter
5186		5186		Samson			ܫܡܫܘܢ	9KL93RUC	318#3.6.21	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	318	Samson was a judge of the ancient Israelites and is mainly known for his superhuman strength due to his long hair. When his lover Delilah cut it, he lost his strength and was captured by the Philistines.	37GBX7DE	V, 950-953																		http://syriaca.org/johnofephesus/persons/5186	https://en.wikipedia.org/wiki/Samson
5187		5187		Timothy			ܛܝܡܬܐܘܣ	9KL93RUC	196#3.4.12	p#chapter									http://syriaca.org/keyword/male	9KL93RUC	196	Timothy, originating from Asia minor, became a travel companion of Paul on his missionary journeys. According to Christian tradition, he became the first bishop of Ephesus and was the addressee of Paul's First and Second Epistle to Timothy.	37GBX7DE	VI, 558-560	late 1st century	floruit			37GBX7DE	VI, 558-560							Timotheus	YI5ZUJ2B	#1847-1848	entry#p	BHG	http://syriaca.org/johnofephesus/persons/5187	https://en.wikipedia.org/wiki/Saint_Timothy
5188		5188		Anonymous 5188	anonymous	The urban prefect of 571									ܗܘܦܪܟܐ (ܕܡܕܝܢܬܐ)	9KL93RUC	8; 9#3.1.9; 3.1.10	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	8; 9	Referring to the (unknown) urban prefect of Constantinopel in 571 who participated in the persecution of miaphysite clerics according to Joh. Eph., EH 1.9 and 10.	7K28WD3W	1428-1429	571	floruit			7K28WD3W	1428-1429								7K28WD3W	Anonymus 8#1428-1429	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5188	
5189		5189		Anonymous 5189	anonymous	A blessed man									ܛܘܒܢܐ	9KL93RUC	13#3.1.13	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	13	An unnamed miaphysite ascetic who had a vision on the coming persecution, according to Joh. Eph., EH 1.13..	9KL93RUC	13	early 570s	floruit			9KL93RUC	13												http://syriaca.org/johnofephesus/persons/5189	
5190		5190		Anonymous 5190	anonymous	The father of John Scholasticus									ܐܒܘܟ	9KL93RUC	20#3.1.18	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	20	The father of John Scholasticus whose name is unknown.	9KL93RUC	20	early 6th century	floruit			9KL93RUC	20												http://syriaca.org/johnofephesus/persons/5190	
5191		5191		Anonymous 5191	anonymous	The bishop of Ascalon									ܐܦܝܣܩܘܦܐ ܕܐܫܩܠܘܢ	9KL93RUC	43#3.1.32	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	43	This unknown cleric was attacked by the imperial envoy Photius, maltreated and bound in public until the church of Ascalon paid a large amount of gold to Photius, as is recounted in Joh. Eph., EH 1.32.	9KL93RUC	43	early 570s	floruit			9KL93RUC	43												http://syriaca.org/johnofephesus/persons/5191	
5192		5192		Anonymous 5192	anonymous	A youth									ܥܠܝܡܐ	9KL93RUC	61; 62; 63; 64; 65#3.2.6; 3.2.7	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	61; 62; 63; 64; 65	A young person appearing to John of Ephesus and consoling him when he was imprisoned in the hospice of Eubulus. John later recognised that his consoler had been sent by heaven, as he narrates in Joh. Eph., EH 2.6.	9KL93RUC	61; 62; 63; 64; 65	571	floruit			9KL93RUC	61; 62; 63; 64; 65												http://syriaca.org/johnofephesus/persons/5192	
5193		5193		Anonymous 5193	anonymous	The syncellus of John Scholasticus									ܣܘܢܩܠܣ ܕܦܛܪܝܪܟܐ	9KL93RUC	63#3.2.6	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	63	John of Ephesus, Ecclesiastical History 2.6, recounts that this person, the right-hand man of John Scholasticus, visited him when he was imprisoned in the hospice of Eubulus and attempted to convince him to join the Chalcedonian communion.	9KL93RUC	63	571	floruit			9KL93RUC	63												http://syriaca.org/johnofephesus/persons/5193	
5194		5194		Anonymous 5194	anonymous	The leader of the hospice of Eubulus									ܡܝܙܛܪܘܣ	9KL93RUC	64#3.2.6	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	64	John of Ephesus asked the leader of the hospice about the mysterious youth who had visited him, as he tells in Joh. Eph., EH 2.6.	7K28WD3W	1441-1442	early 570s	floruit			7K28WD3W	1441-1442		death	0571-12-31		7K28WD3W	1441-1442		7K28WD3W	Anonymus 82#1441-1442	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5194	
5195		5195		Anonymous 5195	anonymous	The brother of Paul of Antioch									ܐܚܘܗܝ ܕܐܝܬܘܗܝ ܗܘܐ ܩܡܝܣ ܕܐ̈ܠܦܐ	9KL93RUC	67#3.2.8	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	67	The anonymous brother of Paul of Antioch is mentioned in Joh. Eph., EH 2.8. He was a comes, an admiral, of the imperial fleet.	7K28WD3W	1435	571	floruit			7K28WD3W	1435		death		0571-12-31	7K28WD3W	1435		7K28WD3W	Anonymus 42#1435	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5195	
5196		5196		Anonymous 5196	anonymous	The curator of Justin II									ܩܘܪܛܘܪ ܕܡܠܟܐ	9KL93RUC	69#3.2.9	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	69	According to Joh. Eph., EH 2.9, an anonymous imperial curator, perhaps the one of the palace of Hormisdas, was sent to the cubicularius Andreas who was imprisoned in the palace of Hormaisdas because he refused to accept the Chalcedonian communion.	7K28WD3W	1430	571/572	floruit			7K28WD3W	1430		death		0572-12-31	7K28WD3W	1430		7K28WD3W	Anonymus 16#1430	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5196	
5197		5197		Anonymous 5197	anonymous	A traitor									ܡܫܠܡܢܐ	9KL93RUC	75#3.2.13	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	75	An unnamed person who misled the two Sergii, presbyters of John of Ephesus, thereby ensuring their imprisonment, as is mentioned in Joh. Eph., EH 2.13.	9KL93RUC	75	571/572	floruit			9KL93RUC	75												http://syriaca.org/johnofephesus/persons/5197	
5198		5198		Anonymous 5198	anonymous	The wife of the deacon Theodulus									ܐܢܬܬܗ	9KL93RUC	94#3.2.28	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	94	Joh. Eph., EH 2.28, mentions that the wife of the fanatical persecutor Theodulus died in a naval accident, together with other family members and his secretary.	9KL93RUC	94	570s	floruit			9KL93RUC	94												http://syriaca.org/johnofephesus/persons/5198	
5199		5199		Anonymous 5199	anonymous	The vestiarius of the deacon Theodulus									ܒܣܛܝܪܗ	9KL93RUC	94#3.2.28	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	94	According to Joh. Eph., EH 2.28, a collaborator of the deacon Theodulus informed the emperor that Theodulus had appropriated a large amount of gold from the imperial tresury for himself.	9KL93RUC	94	570s	floruit			9KL93RUC	94												http://syriaca.org/johnofephesus/persons/5199	
5200		5200		Anonymous 5200	anonymous	The archdeacon of Rome									ܐܪܟܝܕܝܩܘܢ ܕܪܗܘܡܐ	9KL93RUC	98; 99#3.2.32	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	98; 99	The bishop of Rome had an apocrisiarius, a representative, in Constantinople. This cleric often had the rank of archdeacon. Joh. Eph., EH 2.32, attests that this representative of the Roman church took issue with Eutychius' return to the patriarchate in 577.	9KL93RUC	98; 99	577	floruit			9KL93RUC	98; 99												http://syriaca.org/johnofephesus/persons/5200	
5201		5201		Anonymous 5201	anonymous	A nun									ܚܬܐ ܚܕܐ ܕܝܪܝܬܐ	9KL93RUC	104; 106#3.2.39	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	104; 106	Joh. Eph., EH 2.39, relates the story of two anonymous sisters, both of whom were nuns. Both of them, and especially the elder one, defied all the attempts to bring her into Chalcedonian communion during the persecution of the 570s. She constantly derided the persecutors who finally gave up and left her and her whole monastery in peace.	9KL93RUC	104; 106	570s	floruit			9KL93RUC	104; 106												http://syriaca.org/johnofephesus/persons/5201	
5202		5202		Anonymous 5202	anonymous	The exarch of the monasteries									ܐܟܣܪܟܐ ܕܕܝܪ̈ܝܬܐ	9KL93RUC	105; 106#3.2.39	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	105; 106	The superior of the monastery of Dalmatus acted as the overseer of all the monasteries in Constantinople. Joh. Eph., EH 2.39, mentions that an exceptionally stubborn miaphysite nun was given into his care, yet he did not manage to break her.	9KL93RUC	105; 106	570s	floruit			9KL93RUC	105; 106												http://syriaca.org/johnofephesus/persons/5202	
5203		5203		Anonymous 5203	anonymous	The bishop of Aphrodisias									ܐܦܝܣܩܦܐ ܕܐܦܪܘܕܣܝܕܐ	9KL93RUC	109#3.2.42	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	109	The Chalcedonian bishop of Aphrodisias received the order from John Scholasticus to re-ordain the miaphysite Paul as bishop of Antioch in Caria, as is narrated in Joh. Eph., EH 2.42.	9KL93RUC	109	early 570s	floruit			9KL93RUC	109												http://syriaca.org/johnofephesus/persons/5203	
5204		5204		Anonymous 5204	anonymous	Another person									ܐܚܪܢܐ	9KL93RUC	132#3.3.7	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	132	An unknown person who, together with patriarch Eutychius, attempted to convince the Caesar Tiberius to repudiate his wife and marry Sophia or her daughter Arabia instead.	9KL93RUC	132	578	floruit			9KL93RUC	132												http://syriaca.org/johnofephesus/persons/5204	
5205		5205		Anonymous 5205	anonymous	The daughter of Ino									ܒܪܬܐ	9KL93RUC	133#3.3.8	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	133	Ino had, together with her first husband John, a daughter who was betrothed to Tiberius. However, both the daughter and John died, and Tiberius finally married the widowed Ino, as is narrated in Joh. Eph., EH 3.8.	7K28WD3W	60	mid-6th century	floruit			7K28WD3W	60												http://syriaca.org/johnofephesus/persons/5205	
5206		5206		Anonymous 5206	anonymous	The praetorian prefect of 578									ܗܘܦܪܟܐ ܕܦܪܛܘܪܝܢ	9KL93RUC	134#3.3.9	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	134	Joh. Eph., EH 3.9, states that Tiberius, upon his accession as Augustus in 378, dispatched the praetorian prefect together with many senators to Daphnudium where his wife Ino had been dwelling. They should lead her back to Constantinople, yet she embarked on the journey alone and arrived before them. This anonymous prefect was not included in the PLRE.	9KL93RUC	134	578	floruit			9KL93RUC	134												http://syriaca.org/johnofephesus/persons/5206	
5207		5207		Anonymous 5207	anonymous	Someone close to Ino									ܚܕ ܡܢ ܦܣ̈ܬܝܩܐ ܕܝܠܗ̇	9KL93RUC	134#3.3.9	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	134	Joh. Eph., EH 3.9, records that Ino sent an anonymous person who was close to her to the pretorian prefect and the senators who had come to her home in Daphnudium in order to bring her to Constantinople after the accession of Tiberius as Augustus in 578.	9KL93RUC	134	578	floruit			9KL93RUC	134												http://syriaca.org/johnofephesus/persons/5207	
5208		5208		Anonymous 5208	anonymous	A collaborator of Theophilus									ܓܒܪܐ ܡܢ ܕܝܠܗ	9KL93RUC	155#3.3.27	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	155	The imperial envoy Theophilus, inquiring into pagans in Syria, learnt in Heliopolis that a certain Rufinus was high priest of the pagans and lived in Antioch. Therefore, he dispatched one of his man to Antioch to arrest Rufinus, yet Rufinus had already left for Edessa, as is narrated in Joh. Eph., EH 3.27.	9KL93RUC	155	580	floruit			9KL93RUC	155												http://syriaca.org/johnofephesus/persons/5208	
5209		5209		Anonymous 5209	anonymous	An old man									ܚܕ ܣܒܐ	9KL93RUC	155#3.3.28	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	155	The men of Theophilus, who had been sent to Syria to investigate against pagans, interrupted a pagan ritual in Edessa, yet all the participants apart from an old man and an old woman managed to escape. They were interrogated and disclosed the names of the participants, amongst whom was also the governor Anatolius, as is narrated in Joh. Eph., EH 3.28.	9KL93RUC	155-156	580	floruit			9KL93RUC	155-156												http://syriaca.org/johnofephesus/persons/5209	
5210		5210		Anonymous 5210	anonymous	An old woman									ܣܒܬܐ ܚܕܐ	9KL93RUC	155#3.3.28	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	155	The men of Theophilus, who had been sent to Syria to investigate against pagans, interrupted a pagan ritual in Edessa, yet all the participants apart from an old man and an old woman managed to escape. They were interrogated and disclosed the names of the participants, amongst whom was also the governor Anatolius, as is narrated in Joh. Eph., EH 3.28.	9KL93RUC	155-156	580	floruit			9KL93RUC	155-156												http://syriaca.org/johnofephesus/persons/5210	
5211		5211		Anonymous 5211	anonymous	The bishop of Edessa									ܐܦܝܣܩܘܦܐ ܕܡܕܝܢܬܐ	9KL93RUC	156; 157#3.3.28	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	156; 157	When Anatolius, governor of the Osrhoene, had narrowly escaped capture after attending a pagan ritual in Edessa, he immediately went to the anonymous bishop of Edessa in order to have a theological discussion with him. According to Joh. Eph., EH 3.28, he hoped that he could thus acquire an alibi for the night, yet his scheme was unsuccessful.	9KL93RUC	156-157	580	floruit			9KL93RUC	156-157												http://syriaca.org/johnofephesus/persons/5211	
5212		5212		Anonymous 5212	anonymous	The governor of Syria prima									ܐܪܟܘܢ	9KL93RUC	158#3.3.29	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	158	The soldiers of the anonymous ἄρχων, the governor of the province of Syria Prima with Antioch as its capital, arrested Anatolius after the discovery of a pagan cult image in his residence, as is narrated in Joh. Eph., EH 3.29.	9KL93RUC	158	580	floruit			9KL93RUC	158												http://syriaca.org/johnofephesus/persons/5212	
5213		5213		Anonymous 5213	anonymous	The executioner of Constantinople									ܩܣܛܘܢܪܐ	9KL93RUC	161#3.3.31	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	161	Joh. Eph., EH 3.31, mentions that the rioting masses wanted to force the imperial executioner to burn two pagans they had found, yet he refused to do so and was thus thrown into the flames together with the pagans. The pagans died, he, however, survived.	9KL93RUC	161	580	floruit			9KL93RUC	161												http://syriaca.org/johnofephesus/persons/5213	
5214		5214		Anonymous 5214	anonymous	A pharmacist of Constantinople									ܐܦܬܝܩܪܐ	9KL93RUC	164#3.3.32	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	164	According to Joh. Eph., EH 3.32, the urban prefect Julian arrested a certain pharmacist for having participated in the rioting in Constantinople in 580. Yet recognising that he was a good Christian, the prefect refrained from punishing him.	9KL93RUC	164	580	floruit			9KL93RUC	164												http://syriaca.org/johnofephesus/persons/5214	
5215		5215		Anonymous 5215	anonymous	The praetorian prefect of 580									ܦܪܛܘܪ	9KL93RUC	167#3.3.34	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	167	Joh. Eph., EH 3.34, records that an anonymous praetor, probably indicating the praetorian prefect, was made responsible for the pagan trials which took place in Constantinople in 580.	9KL93RUC	167	580	floruit			9KL93RUC	167												http://syriaca.org/johnofephesus/persons/5215	
5216		5216		Anonymous 5216	anonymous	A slave of Eustochius of Jerusalem									ܚܕ ܡܢ ܥܒ̈ܕܘܗܝ	9KL93RUC	167; 168#3.3.35	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	167; 168	Joh. Eph., EH 3.35, is the sole source for the violent end of Eustochius, deposed patriarch of Jerusalem. After 18 years in a monastery in Constantinople, he was killed by one of his slaves. The slave himself was caught, tortured and executed.	9KL93RUC	167; 168	581	floruit			9KL93RUC	167; 168		death		0581-09-26	9KL93RUC	167; 168						http://syriaca.org/johnofephesus/persons/5216	
5217		5217		Anonymous 5217	anonymous	The bishop of Tralles									ܐܦܝܣܩܘܦܐ ܕܛܪܠܝܣ	9KL93RUC	171#3.3.37	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	171	This anonymous bishop demanded, according to Joh. Eph., EH 3.37, that the monastery which John had founded on the territory of his city be put under his supervision and jurisdiction. Yet the emperor Justinian decided in favour of John and apparently even decreed that the bishop of Tralles should accept the authority of John in the church of his city.	9KL93RUC	171	mid-6th century	floruit			9KL93RUC	171												http://syriaca.org/johnofephesus/persons/5217	
5218		5218		Anonymous 5218	anonymous	The dux Arabiae									ܕܘܟܣ	9KL93RUC	175; 177#3.3.41; 3.3.42	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	175; 177	A military commander with the rank of dux, probably the dux Arabiae, accompanied the comes domesticorum Magnus to Syria in 581 to assist him with the capture of the Arab client king al-Mundhir. Al-Mundhir's son al-Nu'man later revenged his father by attacking the dux in Bostra, as is recounted in Joh. Eph., EH 3.41 and 42.	7K28WD3W	1435	c.582	floruit			7K28WD3W	1435								7K28WD3W	Anonymus 44#1435	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5218	
5219		5219		Anonymous 5219	anonymous	The brother of al-Mundhir									ܐܚܘܗܝ ܕܡܢܕܪ	9KL93RUC	178#3.3.43	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	178	The authorities, led by the comes domesticorum Magnus, attempted to install the anonymous brother of al-Mundhir as new client king of the Jafnid Arabs after the imprisonment of al-Mundhir himself. However, Joh. Eph., EH 3.43, reports that this scheme failed and that the brother died only 20 days after his installation.	9KL93RUC	178	c.582	floruit			9KL93RUC	178												http://syriaca.org/johnofephesus/persons/5219	
